,AUD Australian dollar,BGN Bulgarian lev,BRL Brazilian real,CAD Canadian dollar,CHF Swiss franc,CNY Chinese/Yuan renminbi,CYP,CZK Czech koruna,DKK Danish krone,EEK Estonian kroon,EUR European Euro,GBP British pound,HKD Hong Kong dollar,HRK Croatian kuna,HUF Hungarian forint,IDR Indonesian rupiah,ILS Israeli new sheqel,INR Indian rupee,ISK Icelandic króna,JPY Japanese yen,KRW South Korean won,LTL Lithuanian litas,LVL Latvian lats,MTL,MXN Mexican peso,MYR Malaysian ringgit,NOK Norwegian krone,NZD New Zealand dollar,PHP Philippine peso,PLN Polish zloty,ROL,RON Romanian leu,RUB Russian ruble,SEK Swedish krona,SGD Singapore dollar,SIT,SKK,THB Thai baht,TRL,TRY Turkish new lira,USD United States dollar,ZAR South African rand
1999-01-17,1.5816273869,,,1.5307930501,1.3748494753,,0.5004902804,30.844658524,6.402976088099999,13.458283158399999,0.8601410631,0.6054532943,7.7500430071,,217.90813693450002,,,,69.4133837949,113.31498365729999,1183.3476690177001,4.0010321693,0.5691553415,0.38026836399999997,,,7.4961293652,1.8563564425,,3.6125924651999997,11322.896955100601,,,7.8763117151,1.6832960606,160.9610356098,36.760708756199996,,321858.7648374333,,1.0,6.2099604335
1999-01-18,1.5752669652000002,,,1.5257492249000002,1.3782294178,,0.5008870134000001,30.670857733400002,6.4098346538,13.4745091285,0.8611780915999999,0.6039441957,7.7457802274,,215.9662418188,,,,69.4281777472,114.4505683775,1180.8990699277,4.0007750603,0.5705304857,0.38003789179999997,,,7.455649328300001,1.8662590424,,3.5021529451999998,11421.8050292801,,,7.8306923872,1.6835170513,163.0760420255,36.7895280744,,329001.03341371,,1.0,5.993455046499999
1999-01-19,1.5749827824,,,1.5271177686000001,1.3774965565000001,,0.5008264463000001,30.772210743800002,6.403236914600001,13.469869145999999,0.8608815427,0.6026170799,7.7431129477,,215.77134986229999,,,,69.3181818182,113.7568870523,1174.6470385675,3.9996556474,0.5690426997,0.37982093659999994,,,7.4294077135,1.8607093663999998,,3.5272899449,11479.855371900801,,,7.7518078512,1.6805268594999998,163.08815427,36.7914944904,,328901.51515151514,,1.0,6.040030991699999
1999-01-20,1.5606047516,,,1.5227645788,1.384362851,,0.5025140389,30.905399568000004,6.425745140399999,13.5175809935,0.8639308855,0.6059611231,7.7412526998,,215.9740820734,,,,69.5377969762,113.6846652268,1165.6501079914,3.9987041037,0.5694168467,0.3805615551,,,7.429805615599999,1.8573650108000002,,3.5288984881,11467.818574514,,,7.7447084233000005,1.6758531316999998,163.34047516200002,36.861339092899996,,328673.86609071284,,1.0,6.0
1999-01-21,1.5702557897999998,,,1.514777048,1.3852402351,,0.5026183892,31.161424127199997,6.428015900399999,13.521085378499999,0.8641548565999999,0.6068959558,7.7468890425,,216.1856204632,,,,69.4089180781,112.6339440028,1172.5025924646,4.0008641549,0.5699101279,0.3804873833,,,7.4360525405999995,1.8569823712,,3.5669720014,11477.704804701001,,,7.7281368821,1.6736951262,163.3231075009,37.0091600415,,328668.337366056,,1.0,6.0315416523000005
1999-01-22,1.5756030086000001,,,1.5142214922,1.3817757413,,0.502922106,31.371142042,6.4296706147,13.5269300597,0.8645283998000001,0.605602144,7.7581049537,,216.2704244834,,,,69.5426644765,114.0140053601,1180.7728883894001,4.0050142647000015,0.5708481024000001,0.3803924959,,,7.454396126900001,1.8603786634000001,,3.5953142561,11485.2597907841,,,7.7902654102,1.6824587188,162.9278983315,37.09345552,,326957.7245612518,,1.0,6.077634650299999
1999-01-23,1.5756030086000001,,,1.5142214922,1.3817757413,,0.502922106,31.371142042,6.4296706147,13.5269300597,0.8645283998000001,0.605602144,7.7581049537,,216.2704244834,,,,69.5426644765,114.0140053601,1180.7728883894001,4.0050142647000015,0.5708481024000001,0.3803924959,,,7.454396126900001,1.8603786634000001,,3.5953142561,11485.2597907841,,,7.7902654102,1.6824587188,162.9278983315,37.09345552,,326957.7245612518,,1.0,6.077634650299999
1999-01-24,1.5756030086000001,,,1.5142214922,1.3817757413,,0.502922106,31.371142042,6.4296706147,13.5269300597,0.8645283998000001,0.605602144,7.7581049537,,216.2704244834,,,,69.5426644765,114.0140053601,1180.7728883894001,4.0050142647000015,0.5708481024000001,0.3803924959,,,7.454396126900001,1.8603786634000001,,3.5953142561,11485.2597907841,,,7.7902654102,1.6824587188,162.9278983315,37.09345552,,326957.7245612518,,1.0,6.077634650299999
1999-01-25,1.5812327348,,,1.5210635359,1.3782803867,,0.5021322514,31.259495856399997,6.4198031767999995,13.5070787293,0.8632596684999999,0.6033321823,7.749050414400001,,216.2206491713,,,,69.2938535912,114.0279696133,1179.3508287293,4.0007769337,0.5700966851,0.3808701657,,,7.434823895,1.8697341159999998,,3.5917645028,11496.8922651934,,,7.717541436499999,1.6882769337,162.934910221,37.0709599448,,328157.8038674033,,1.0,6.0636222376
1999-01-26,1.5878950095,,,1.5203764462,1.3833534795,,0.5024089104,31.6137109308,6.4203073735,13.5094111552,0.8634087376999999,0.6023139354,7.7541011914999975,,216.44793645310003,,,,69.1072353652,113.8059057158,1174.6416853739,3.9980141599000003,0.5716629252000001,0.3798135037,,,7.4361077534,1.8709203937,,3.6122431358999996,11507.511656018001,,,7.7024693489999985,1.6846831290000002,163.6868416508,37.070454153,,328499.3956138836,,1.0,6.039975824600001
1999-01-27,1.5884291786000002,,,1.5201665366,1.3949171653999999,,0.5043455634,31.6280683494,6.449648711900001,13.5715153092,0.8673779166,0.6043889323,7.750021684400001,,216.9138693729,,,,69.2861479747,114.4158209732,1174.906756874,4.0018214936000005,0.5730765895000001,0.382600399,,,7.458149015499999,1.8730158730000002,,3.6072512794,11537.8610460578,,,7.7040506549000005,1.6867030965,164.5560759823,37.204440974899995,,329392.8354584092,,1.0,6.0426749935
1999-01-28,1.6005258544999998,,,1.5226993865,1.4135845749,,0.5093952673,31.929886064899996,6.517002629299999,13.7130587204,0.8764241893000001,0.6071866784000001,7.7500438212,,218.527607362,,,,69.833479404,115.9070990359,1175.3461875548,4.0015775635000015,0.5759859772,0.38352322520000004,,,7.5109553024,1.8724802805,,3.6267309377999997,11567.9228746713,,,7.769500438200001,1.6906222612000001,166.2050832603,37.4347063979,,331685.3637160386,,1.0,6.060035057
1999-01-29,1.5888088544999999,,,1.5161630358000002,1.4162860155,,0.5104708363,32.349789177800005,6.5318868587,13.7443780745,0.8784258609000001,0.6069922699,7.747013352100001,,218.93886156009998,,,,69.9139142656,116.0400562193,1174.7452565004,4.0006148981,0.5754567814,0.38395994380000004,,,7.5355762474,1.8540934644999998,,3.655130007,11665.4954321855,,,7.800421644400001,1.6894764582,165.5832747716,37.531623331,,331927.26633872103,,1.0,6.0439212929999995
1999-01-30,1.5888088544999999,,,1.5161630358000002,1.4162860155,,0.5104708363,32.349789177800005,6.5318868587,13.7443780745,0.8784258609000001,0.6069922699,7.747013352100001,,218.93886156009998,,,,69.9139142656,116.0400562193,1174.7452565004,4.0006148981,0.5754567814,0.38395994380000004,,,7.5355762474,1.8540934644999998,,3.655130007,11665.4954321855,,,7.800421644400001,1.6894764582,165.5832747716,37.531623331,,331927.26633872103,,1.0,6.0439212929999995
1999-01-31,1.5888088544999999,,,1.5161630358000002,1.4162860155,,0.5104708363,32.349789177800005,6.5318868587,13.7443780745,0.8784258609000001,0.6069922699,7.747013352100001,,218.93886156009998,,,,69.9139142656,116.0400562193,1174.7452565004,4.0006148981,0.5754567814,0.38395994380000004,,,7.5355762474,1.8540934644999998,,3.655130007,11665.4954321855,,,7.800421644400001,1.6894764582,165.5832747716,37.531623331,,331927.26633872103,,1.0,6.0439212929999995
1999-02-01,1.5771741047999999,,,1.5102310813,1.4190333391999999,,0.5125154348,32.758863997199995,6.5587405186000005,13.8001411184,0.8819897689,0.6089257365,7.7473099312,,219.5889927677,,,,70.2593049921,115.43482095610001,1174.4399364967,4.0002645969,0.5753219263,0.3850767331,,,7.5317516317,1.8399188569,,3.7361086611000003,11824.8368318928,,,7.814429352599999,1.6906861880000001,167.1129828894,37.8223672605,,334844.7698006703,,1.0,6.0350149938
1999-02-02,1.5648760695,,,1.5064831966,1.4114845196999999,,0.5123577666,32.9849166446,6.5597600776,13.8013583841,0.8820675664000001,0.6075681397,7.7488753639,,219.62600335189998,,,,70.12437152689999,112.6400282262,1170.0008820675998,4.0009702743,0.5738731587,0.384934286,,,7.5721090236,1.8311722678,,3.7307929787000003,11992.5906324424,,,7.8305548205,1.6859839464,168.36491135219998,37.6678133545,,335349.7397900679,,1.0,6.0099673635
